awbNo,Order No.,Client Name,Order Branch,Origin,Destination,Destination Latitude,Destination Longitude,Order Type,Order State,Delivery Type,Delivery Location Type,Order Date,Start Date,End Date,Notes,Payment Type,Order Value,Re-calculated Value,Amount Collected,Payment Subtype,Transaction Id,Cash Mismatch Reason,Opening Cash,Closing Cash,Status,Planned Service Time,Service Time,Delivery Associate,DB Employee ID,Assigned Through,Trip,Planned Checkout Time,Start Time (Actual),End Time (Actual),Planned Distance,Actual Distance Travelled,Actual Distance from Hub,Actual Tracked Distance,Start Time (Planned),End Time (Planned),Time Taken (Difference in Mins.),Check-in Time,Check-out Time,Check-in Latitude,Check-in Longitude,Check-out Latitude,Check-out Longitude,Order Sequence,Vendor/Customer code,Customer Name,POD count,No. of Crates,Weight (Kg),Volume (Cc),Customer comments,Reason,Ratings,No. of Attempts,Territory Enter Time,Territory Exit Time,Delayed,Delayed by (Mins),Scan Status,Parent Order No,Territory Name,Priority
Awb_4458284,=("ord_633712726003_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"14, Jun 2019 10:11 PM","14, Jun 2019 10:16 PM","14, Jun 2019 10:46 PM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.42653268575668335,,=(""),=(""),,=(""),=(""),,,,,,Cust_0899,User_2393,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,1358,-,-,Geofence Not Mapped,-
Ord_1396168_test,=("Ord_4888351_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"10, Jun 2019 04:00 AM","15, Jun 2019 04:50 AM","15, Jun 2019 05:20 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_2126843,2873941,Planning,TRIP-9723,"14, Jun 2019 10:58 PM","14, Jun 2019 10:31 PM",=(""),2.87,,1.6686804294586182,,"14, Jun 2019 10:31 PM","14, Jun 2019 10:58 PM",,=(""),=(""),,,,,1,Cust_7138,User_2143,,1,,,,-,0.0,0,NA,NA,Y,964,-,-,Geofence Not Mapped,-
Ord_0868780_test,=("Ord_7747162_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"10, Jun 2019 03:57 AM","15, Jun 2019 04:47 AM","15, Jun 2019 05:17 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_9705321,4894444,Planning,TRIP-9721,"14, Jun 2019 10:56 PM","14, Jun 2019 10:28 PM",=(""),2.87,,1.6686804294586182,,"14, Jun 2019 10:28 PM","14, Jun 2019 10:56 PM",,=(""),=(""),,,,,1,Cust_0594,User_3334,,1,,,,-,0.0,0,NA,NA,Y,967,-,-,Geofence Not Mapped,-
Ord_1737324_test,=("Ord_4876227_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"10, Jun 2019 03:54 AM","15, Jun 2019 04:44 AM","15, Jun 2019 05:14 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_6561055,8641978,Planning,TRIP-9719,"14, Jun 2019 10:53 PM","14, Jun 2019 10:26 PM",=(""),2.87,,1.6686804294586182,,"14, Jun 2019 10:26 PM","14, Jun 2019 10:53 PM",,=(""),=(""),,,,,1,Cust_6094,User_2587,,1,,,,-,0.0,0,NA,NA,Y,969,-,-,Geofence Not Mapped,-
Ord_0148894_test,=("Ord_2302433_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"09, Jun 2019 10:33 PM","14, Jun 2019 11:23 PM","14, Jun 2019 11:53 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,1.6686804294586182,,=(""),=(""),,=(""),=(""),,,,,,Cust_2167,User_2923,,1,,,,-,0.0,0,NA,NA,Y,1291,-,-,Geofence Not Mapped,-
Ord_6902934_test,=("Ord_6266473_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:49 PM","13, Jun 2019 08:39 PM","13, Jun 2019 09:09 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_1650343,3362360,Planning,TRIP-9715,"13, Jun 2019 03:16 PM","13, Jun 2019 02:20 PM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:20 PM","13, Jun 2019 03:16 PM",,=(""),=(""),,,,,1,Cust_7501,User_7247,,10,,,,-,0.0,0,NA,NA,Y,2895,-,-,Geofence Not Mapped,-
Ord_9934874_test,=("Ord_WH_1024825900_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:47 PM","13, Jun 2019 08:37 PM","13, Jun 2019 09:07 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_2369,User_5888,,10,,,,-,0.0,0,NA,NA,Y,2897,-,-,Geofence Not Mapped,-
Ord_5110893_test,=("Ord_8251896_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:47 PM","13, Jun 2019 08:37 PM","13, Jun 2019 09:07 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_1237066,4224651,Planning,TRIP-9713,"13, Jun 2019 03:13 PM","13, Jun 2019 02:18 PM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:18 PM","13, Jun 2019 03:13 PM",,=(""),=(""),,,,,1,Cust_3220,User_6967,,10,,,,-,0.0,0,NA,NA,Y,2897,-,-,Geofence Not Mapped,-
Ord_5885260_test,=("Ord_WH_8704263211_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:45 PM","13, Jun 2019 08:35 PM","13, Jun 2019 09:05 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_3796,User_4916,,10,,,,-,0.0,0,NA,NA,Y,2898,-,-,Geofence Not Mapped,-
Ord_2212343_test,=("Ord_1515744_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:45 PM","13, Jun 2019 08:35 PM","13, Jun 2019 09:05 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_3541905,3944206,Planning,TRIP-9711,"13, Jun 2019 03:11 PM","13, Jun 2019 02:16 PM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:16 PM","13, Jun 2019 03:11 PM",,=(""),=(""),,,,,1,Cust_9971,User_4104,,10,,,,-,0.0,0,NA,NA,Y,2899,-,-,Geofence Not Mapped,-
Ord_9596010_test,=("Ord_WH_9997391404_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:44 PM","13, Jun 2019 08:34 PM","13, Jun 2019 09:04 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_5238,User_8725,,10,,,,-,0.0,0,NA,NA,Y,2900,-,-,Geofence Not Mapped,-
Ord_7004092_test,=("Ord_7207481_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:37 PM","13, Jun 2019 08:27 PM","13, Jun 2019 08:57 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,18.998411178588867,,=(""),=(""),,=(""),=(""),,,,,,Cust_3646,User_7851,,10,,,,-,0.0,0,NA,NA,Y,2907,-,-,Geofence Not Mapped,-
Ord_7783665_test,=("ord_979604119290_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:28 PM","13, Jun 2019 08:18 PM","13, Jun 2019 08:48 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_0687,User_6812,,10,,,,-,0.0,0,NA,NA,Y,2916,-,-,Geofence Not Mapped,-
Ord_7407939_test,=("ord_472386928852_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:21 PM","13, Jun 2019 08:11 PM","13, Jun 2019 08:41 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_4368,User_2276,,10,,,,-,0.0,0,NA,NA,Y,2923,-,-,Geofence Not Mapped,-
Ord_6421090_UPD,=("ord_076044347973_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,nullMumbai,400076",19.1092,72.8545,Delivery,Forward,,,"08, Jun 2019 07:21 PM","13, Jun 2019 09:01 PM","13, Jun 2019 10:01 PM",,Prepaid,65.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,8.554,,=(""),=(""),,=(""),=(""),,,,,,Cust_4004,User_1239,,10,,,,-,0.0,0,NA,NA,Y,2843,-,-,Geofence Not Mapped,-
Ord_0498411_test,=("Ord_0901892_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:20 PM","13, Jun 2019 08:10 PM","13, Jun 2019 08:40 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_5290505,2065879,Planning,TRIP-9709,"13, Jun 2019 08:25 PM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 07:29 PM","13, Jun 2019 08:25 PM",,=(""),=(""),,,,,1,Cust_0234,User_5469,,10,,,,-,0.0,0,NA,NA,Y,2924,-,-,Geofence Not Mapped,-
Ord_1725989_test,=("Ord_1068520_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:19 PM","13, Jun 2019 08:09 PM","13, Jun 2019 08:39 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_7544222,7888762,Planning,TRIP-9707,"13, Jun 2019 08:24 PM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 07:28 PM","13, Jun 2019 08:24 PM",,=(""),=(""),,,,,1,Cust_6039,User_6796,,10,,,,-,0.0,0,NA,NA,Y,2925,-,-,Geofence Not Mapped,-
Ord_1328013_test,=("Ord_5993496_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:18 PM","13, Jun 2019 08:08 PM","13, Jun 2019 08:38 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_2585343,1565945,Planning,TRIP-9705,"13, Jun 2019 08:23 PM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 07:28 PM","13, Jun 2019 08:23 PM",,=(""),=(""),,,,,1,Cust_8238,User_5099,,10,,,,-,0.0,0,NA,NA,Y,2925,-,-,Geofence Not Mapped,-
Ord_1188730_test,=("ord_132137194439_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:15 PM","13, Jun 2019 08:05 PM","13, Jun 2019 08:35 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_1179,User_1935,,10,,,,-,0.0,0,NA,NA,Y,2929,-,-,Geofence Not Mapped,-
Ord_0096251_test,=("Ord_8611190_test"),Test Automation Client,Kolkata,Kolkata,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Kolkata,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:13 PM","13, Jun 2019 08:03 PM","13, Jun 2019 08:33 PM",,Prepaid,0.0000,500.0000,0.0000,-,,-,0.0000,0.0000,Delivered,15,1,User_5888102,7817964,Planning,TRIP-9703,"15, Jun 2019 07:17 AM","13, Jun 2019 01:44 PM","13, Jun 2019 01:49 PM",2046.29,,1656.144287109375,,"13, Jun 2019 01:44 PM","15, Jun 2019 07:17 AM",4,"13, Jun 2019 01:48 PM","13, Jun 2019 01:49 PM",19.13393,72.91116,19.1117917,72.9094831,1,Cust_6428,User_4549,0,1,,,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8514578_test,=("ord_891897917515_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:10 PM","13, Jun 2019 08:00 PM","13, Jun 2019 08:30 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_3337,User_0361,,10,,,,-,0.0,0,NA,NA,Y,2934,-,-,Geofence Not Mapped,-
Ord_0162457_File,=("OrdWallets_2211430_File"),Account_Test,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Powai,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,Delivery Boy,,"13, Jun 2019 01:25 PM","13, Jun 2019 02:30 PM","13, Jun 2019 03:00 PM",,COD,2000.0000,2000.0000,2000.0000,-,-,-,,,Delivered,10,-,,-,-,,=(""),"13, Jun 2019 01:44 PM","13, Jun 2019 01:44 PM",0.0,,18.998411178588867,,=(""),=(""),0,=(""),"13, Jun 2019 01:44 PM",,,,,,Cust_2545,User_8096,,6,4.0,500.0,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8047979_test,=("ord_092609225867_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:07 PM","13, Jun 2019 07:57 PM","13, Jun 2019 08:27 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,Auto6804284,6804284,Manually,TRIP-9699,"15, Jun 2019 07:52 PM",=(""),=(""),8.56,,5.777494430541992,,"15, Jun 2019 07:10 PM","15, Jun 2019 07:52 PM",,=(""),=(""),,,,,1,Cust_5971,User_5727,,10,,,,-,0.0,0,NA,NA,Y,2937,-,-,Geofence Not Mapped,-
6804284,=("C6804284"),Test Automation Client,Mumbai,Mumbai,"supreme business park,hiranandani,powai,Mumbai,SINGAPORE,400076",19.1245,72.8937,Delivery,Forward,,,"02, Jun 2017 11:30 AM","13, Jun 2019 01:36 PM","13, Jun 2019 01:36 PM",,Prepaid,0.0000,0.0000,0.0000,-,-,-,,0.0000,Delivered,12,-,Auto6804284,6804284,Planning,TRIP-9700,"13, Jun 2019 01:48 PM","13, Jun 2019 01:37 PM","13, Jun 2019 01:37 PM",23.851,,16.876605987548828,,"13, Jun 2019 12:46 PM","13, Jun 2019 01:48 PM",0,=(""),"13, Jun 2019 01:37 PM",,,,,1,6804284,6804284,,1,,,,-,0.0,1,NA,NA,Y,0,-,-,Geofence Not Mapped,-
Awb_2951643,=("ord_403377415263_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 01:08 PM","13, Jun 2019 02:13 PM","13, Jun 2019 02:43 PM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.42653268575668335,,=(""),=(""),,=(""),=(""),,,,,,Cust_9802,User_7272,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,3281,-,-,Geofence Not Mapped,-
Ord_5002233_test,=("ord_089051846067_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:46 PM","13, Jun 2019 07:36 PM","13, Jun 2019 08:06 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_5869,User_8780,,10,,,,-,0.0,0,NA,NA,Y,2958,OUTSCANNED,-,Geofence Not Mapped,-
Ord_8281398_test,=("ord_852584917258_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:41 PM","13, Jun 2019 07:31 PM","13, Jun 2019 08:01 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_3844,User_3600,,10,,,,-,0.0,0,NA,NA,Y,2963,-,-,Geofence Not Mapped,-
Ord_4816814_File,=("Ord_4059355_File"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,Delivery Boy,,"13, Jun 2019 12:56 PM","13, Jun 2019 02:01 PM","13, Jun 2019 02:31 PM",,COD,2000.0000,-,0.0000,-,-,-,,,Not Dispatched,10,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_9999,User_7725,,6,4.0,500.0,,-,0.0,0,NA,NA,Y,3293,-,-,Geofence Not Mapped,-
Awb_4887888,=("ord_412142797460_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:40 PM","13, Jun 2019 12:45 PM","13, Jun 2019 01:15 PM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.739,,=(""),=(""),,=(""),=(""),,,,,,Cust_4654,User_5237,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,3369,-,-,Geofence Not Mapped,-
Awb_6905089,=("ord_432391914449_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:36 PM","13, Jun 2019 12:41 PM","13, Jun 2019 01:11 PM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.42653268575668335,,=(""),=(""),,=(""),=(""),,,,,,Cust_3866,User_1976,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,3373,-,-,Geofence Not Mapped,-
Awb_8204406,=("ord_402336411374_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:36 PM","13, Jun 2019 01:41 PM","13, Jun 2019 02:11 PM",,COD,200.0000,-,0.0000,-,-,-,,,CANCELLED,15,-,,-,-,,=(""),"13, Jun 2019 01:00 PM","13, Jun 2019 01:00 PM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 01:00 PM",,,,,,Cust_8203,User_8069,,2,10.0,10.1,,Delivery Boy not available,0.0,0,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8966900_test,=("ord_253127334749_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:26 PM","13, Jun 2019 07:16 PM","13, Jun 2019 07:46 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_1938,User_6961,,10,,,,-,0.0,0,NA,NA,Y,2977,-,-,Geofence Not Mapped,-
Awb_4638787,=("ord_464016426536_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:33 PM","13, Jun 2019 01:38 PM","13, Jun 2019 02:08 PM",,COD,200.0000,-,0.0000,-,-,-,,,Attempted Delivery,15,-,,-,-,,=(""),"13, Jun 2019 12:56 PM","13, Jun 2019 12:56 PM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 12:56 PM",,,0.0,0.0,,Cust_6220,User_9967,,2,10.0,10.1,,No customer at delivery location,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_5509789,=("ord_864056277994_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:33 PM","13, Jun 2019 01:38 PM","13, Jun 2019 02:08 PM",,COD,200.0000,200.0000,200.0000,-,-,-,,,Delivered,15,-,,-,-,,=(""),"13, Jun 2019 12:56 PM","13, Jun 2019 12:56 PM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 12:56 PM",,,,,,Cust_6652,User_8359,,2,10.0,10.1,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8179841_test,=("Ord_1218724_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:20 PM","13, Jun 2019 07:10 PM","13, Jun 2019 07:40 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_0663715,0032502,Planning,TRIP-9692,"13, Jun 2019 01:19 PM","13, Jun 2019 12:51 PM",=(""),2.87,,1.6686804294586182,,"13, Jun 2019 12:51 PM","13, Jun 2019 01:19 PM",,=(""),=(""),,,,,1,Cust_0671,User_4716,,1,,,,-,0.0,0,NA,NA,Y,2984,-,-,Geofence Not Mapped,-
Ord_3522300_test,=("Ord_3033782_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:17 PM","13, Jun 2019 07:07 PM","13, Jun 2019 07:37 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_6470106,6632747,Planning,TRIP-9690,"13, Jun 2019 01:16 PM","13, Jun 2019 12:49 PM",=(""),2.87,,1.6686804294586182,,"13, Jun 2019 12:49 PM","13, Jun 2019 01:16 PM",,=(""),=(""),,,,,1,Cust_8372,User_3387,,1,,,,-,0.0,0,NA,NA,Y,2987,-,-,Geofence Not Mapped,-
Ord_4348237_test,=("Ord_4580856_test"),Test Automation Client,Delhi,Delhi,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Delhi,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:14 PM","13, Jun 2019 07:04 PM","13, Jun 2019 07:34 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_9673353,1763486,Planning,TRIP-9688,"13, Jun 2019 01:13 PM","13, Jun 2019 12:46 PM",=(""),2.87,,1.6686804294586182,,"13, Jun 2019 12:46 PM","13, Jun 2019 01:13 PM",,=(""),=(""),,,,,1,Cust_9267,User_7130,,1,,,,-,0.0,0,NA,NA,Y,2989,-,-,Geofence Not Mapped,-
Ord_0704066_test,=("Ord_5687532_test"),Test Automation Client,Kolkata,Kolkata,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Kolkata,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 05:02 PM","13, Jun 2019 05:52 PM","13, Jun 2019 06:22 PM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_0560223,2831704,Planning,TRIP-9685,"15, Jun 2019 05:05 AM","13, Jun 2019 11:33 AM",=(""),2046.29,,1656.144287109375,,"13, Jun 2019 11:33 AM","15, Jun 2019 05:05 AM",,=(""),=(""),,,,,1,Cust_7886,User_8734,,1,,,,-,0.0,0,NA,NA,Y,3062,-,-,Geofence Not Mapped,-
